CustomerID,Recency,Frequency,Monetary,Segment
13388.0,131,2,677.1,At Risk
13389.0,11,3,797.96,New
13390.0,75,1,544.08,Regular
13391.0,204,1,59.8,At Risk
13394.0,2,8,2520.02,VIP
13395.0,185,1,307.72,At Risk
13396.0,29,2,1360.99,New
13397.0,73,5,1544.13,Loyal
13398.0,192,1,457.34,At Risk
13402.0,127,2,621.23,At Risk
13403.0,18,1,75.0,New
13404.0,1,2,252.49,New
13405.0,74,3,572.451,Regular
13408.0,2,62,28117.04,VIP
13410.0,24,5,1003.06,Loyal
13411.0,107,1,213.55,At Risk
13414.0,134,3,1390.5,At Risk
13416.0,44,2,712.5,Regular
13417.0,5,2,640.83,New
13418.0,12,18,6127.43,VIP
13419.0,64,1,221.06,Regular
13420.0,150,2,159.85,At Risk
13421.0,40,2,1851.08,Regular
13422.0,64,1,2626.3,Regular
13425.0,108,3,1624.21,At Risk
13426.0,1,10,3641.32,VIP
13427.0,19,3,582.6,New
13428.0,10,1,218.47,New
13429.0,11,4,1006.8,Loyal
13430.0,19,2,679.45,New
13431.0,67,2,1269.1,Regular
13434.0,74,2,534.24,Regular
13435.0,5,7,3809.89,VIP
13436.0,2,1,196.89,New
13437.0,14,7,3408.06,VIP
13439.0,255,1,283.71,At Risk
13441.0,92,1,296.64,At Risk
13447.0,23,3,1129.14,New
13448.0,17,6,3539.37,VIP
13449.0,24,1,291.88,New
13450.0,27,6,2043.72,VIP
13451.0,26,5,2976.15,Loyal
13452.0,259,2,590.0,At Risk
13453.0,166,2,356.98,At Risk
13455.0,25,2,1058.34,New
13456.0,18,6,1766.72,Loyal
13458.0,7,14,9646.57,VIP
13460.0,29,2,183.44,New
13461.0,39,3,1445.0,Regular
13462.0,253,1,151.5,At Risk
13464.0,58,1,674.68,Regular
13466.0,184,1,307.9,At Risk
13467.0,11,2,1083.71,New
13468.0,2,37,5704.97,VIP
13470.0,99,2,165.0,At Risk
13471.0,1,4,2531.58,Loyal
13473.0,61,2,422.64,Regular
13474.0,236,1,229.59,At Risk
13475.0,191,4,1431.78,Loyal
13476.0,179,2,1238.47,At Risk
13477.0,38,6,1454.58,Loyal
13479.0,201,2,300.95,At Risk
13481.0,46,5,1804.56,Loyal
13482.0,232,1,184.64,At Risk
13483.0,66,1,140.34,Regular
13484.0,241,1,313.8,At Risk
13485.0,233,1,454.24,At Risk
13486.0,78,3,1122.41,Regular
13487.0,58,3,575.4,Regular
13488.0,17,13,8968.31,VIP
13489.0,105,4,449.52,Loyal
13491.0,52,10,1215.82,Loyal
13492.0,136,3,1269.84,At Risk
13493.0,275,2,618.63,At Risk
13494.0,312,1,316.26000000000005,At Risk
13495.0,8,5,2044.87,Loyal
13496.0,11,2,653.33,New
13497.0,283,2,348.05,At Risk
13499.0,18,5,1159.11,Loyal
13500.0,23,3,1166.77,New
13501.0,288,1,1340.32,At Risk
13502.0,17,3,292.0,New
13503.0,71,1,216.85,Regular
13504.0,64,1,295.93,Regular
13505.0,73,4,4393.63,Loyal
13506.0,316,2,458.52,At Risk
13507.0,3,4,2479.16,Loyal
13508.0,244,1,110.97,At Risk
13509.0,9,7,979.72,Loyal
13510.0,1,4,1791.56,Loyal
13512.0,261,1,251.21,At Risk
13513.0,127,1,205.1,At Risk
13514.0,74,1,152.20000000000002,Regular
13515.0,73,4,891.12,Loyal
13516.0,21,3,1389.41,New
13517.0,60,3,2128.42,Regular
13518.0,86,1,659.4399999999999,Regular
13519.0,78,1,122.75,Regular
13520.0,59,6,3624.35,VIP
13521.0,1,3,1093.65,New
13522.0,30,1,125.8,New
13523.0,33,5,3964.88,Loyal
13524.0,41,5,680.1800000000001,Loyal
13525.0,15,2,628.78,New
13527.0,34,7,2287.51,VIP
13529.0,79,2,307.76,Regular
13531.0,205,2,483.8,At Risk
13532.0,34,1,210.31,Regular
13533.0,183,3,270.79,At Risk
13534.0,2,25,5870.08,VIP
13536.0,1,7,3448.29,VIP
13538.0,43,7,1280.85,Loyal
13539.0,86,3,631.34,Regular
13544.0,40,2,291.41,Regular
13546.0,12,3,626.99,New
13548.0,96,2,682.41,At Risk
13549.0,26,7,918.2,Loyal
13551.0,319,1,91.8,At Risk
13552.0,66,12,3740.07,VIP
13555.0,74,4,4149.28,Loyal
13557.0,28,2,584.06,New
13558.0,6,4,605.06,Loyal
13560.0,7,1,174.37,New
13561.0,216,1,141.86,At Risk
13562.0,82,3,1799.33,Regular
13563.0,84,2,777.53,Regular
13564.0,144,3,1749.02,At Risk
13565.0,19,2,240.22,New
13566.0,41,2,874.71,Regular
13568.0,173,1,192.85,At Risk
13569.0,17,2,373.75,New
13570.0,243,1,239.49,At Risk
13571.0,13,12,2092.32,VIP
13572.0,206,1,1384.25,At Risk
13573.0,50,2,294.4,Regular
13575.0,23,5,732.0699999999999,Loyal
13576.0,10,18,6717.34,VIP
13577.0,25,4,1687.6,Loyal
13579.0,15,2,467.04,New
13581.0,309,1,118.0,At Risk
13583.0,156,1,781.03,At Risk
13584.0,307,1,142.4,At Risk
13587.0,64,1,712.4,Regular
13588.0,16,9,2478.95,VIP
13589.0,15,2,379.65,New
13590.0,11,6,1981.92,Loyal
13591.0,65,3,1117.13,Regular
13592.0,36,4,247.96,Loyal
13593.0,108,5,2037.08,Loyal
13594.0,53,1,396.97,Regular
13596.0,6,2,697.04,New
13598.0,47,1,180.17,Regular
13599.0,1,21,5153.67,VIP
13600.0,312,1,219.52,At Risk
13601.0,45,2,693.32,Regular
13602.0,65,1,428.89,Regular
13603.0,26,1,164.34,New
13606.0,29,3,280.54,New
13607.0,40,1,678.01,Regular
13610.0,12,7,1131.88,Loyal
13611.0,89,3,1171.8,Regular
13614.0,24,4,1610.46,Loyal
13615.0,319,1,417.69,At Risk
13617.0,40,3,544.18,Regular
13618.0,174,1,177.34,At Risk
13621.0,117,1,213.85,At Risk
13623.0,31,5,747.78,Loyal
13626.0,253,1,257.23,At Risk
13627.0,59,5,1638.47,Loyal
13629.0,23,11,7792.36,VIP
13630.0,5,7,2031.78,VIP
13631.0,100,11,3070.42,VIP
13632.0,25,5,2121.27,Loyal
13634.0,33,5,1575.16,Loyal
13635.0,68,1,1071.03,Regular
13636.0,37,5,949.12,Loyal
13637.0,52,3,810.5,Regular
13638.0,16,1,122.64,New
13639.0,74,1,1033.34,Regular
13642.0,216,1,354.8,At Risk
13643.0,31,3,519.44,Regular
13644.0,16,4,2624.26,Loyal
13645.0,120,1,252.1,At Risk
13647.0,10,4,1678.12,Loyal
13649.0,257,2,346.6,At Risk
13650.0,17,6,1836.34,Loyal
13651.0,35,2,94.2,Regular
13652.0,46,3,1095.08,Regular
13654.0,43,6,2707.33,VIP
13655.0,114,2,932.97,At Risk
13656.0,165,2,379.65,At Risk
13657.0,11,2,382.14,New
13658.0,10,5,2639.17,Loyal
13659.0,206,2,1573.2,At Risk
13662.0,86,3,897.76,Regular
13663.0,179,1,189.47,At Risk
13666.0,60,3,84.65,Regular
13667.0,149,1,305.02,At Risk
13668.0,3,21,6363.59,VIP
13669.0,51,2,218.55,Regular
13670.0,75,1,349.7,Regular
13672.0,301,2,186.39,At Risk
13673.0,19,2,396.92,New
13675.0,151,2,486.8200000000001,At Risk
13678.0,152,1,232.6,At Risk
13680.0,1,4,3722.42,Loyal
13681.0,18,4,827.83,Loyal
13682.0,187,1,59.5,At Risk
13684.0,286,1,67.23,At Risk
13685.0,3,7,3119.44,VIP
13686.0,183,1,72.0,At Risk
13689.0,63,1,910.0,Regular
13690.0,59,1,172.25,Regular
13692.0,25,3,1488.32,New
13694.0,4,50,65039.62,VIP
13695.0,31,15,2504.13,VIP
13697.0,39,1,151.29999999999998,Regular
13699.0,155,1,308.58000000000004,At Risk
13700.0,26,10,2265.12,VIP
13703.0,318,1,99.5,At Risk
13704.0,5,9,2308.06,VIP
13705.0,8,3,711.86,New
13706.0,303,1,330.79,At Risk
13707.0,267,2,806.41,At Risk
13708.0,271,1,296.88,At Risk
13709.0,4,13,6328.05,VIP
13710.0,32,1,180.48,Regular
13711.0,219,2,252.06,At Risk
13712.0,247,1,228.84,At Risk
13715.0,281,5,1079.34,Loyal
13716.0,269,1,138.28,At Risk
13717.0,32,6,1445.01,Loyal
13718.0,246,2,306.55,At Risk
13719.0,15,5,1041.68,Loyal
13720.0,117,4,799.9,Loyal
13721.0,36,1,524.14,Regular
13722.0,132,3,2375.41,At Risk
13723.0,217,1,199.85,At Risk
13725.0,50,8,1980.56,Loyal
13726.0,39,2,1079.66,Regular
13727.0,29,2,333.48,New
13728.0,37,6,1016.14,Loyal
13730.0,136,2,752.6,At Risk
13731.0,219,2,610.59,At Risk
13732.0,28,1,491.86,New
13735.0,25,4,2885.24,Loyal
13736.0,5,2,731.9,New
13737.0,200,1,339.6,At Risk
13739.0,18,1,216.9,New
13740.0,241,1,350.75,At Risk
13741.0,72,3,668.4300000000001,Regular
13742.0,17,12,3131.02,VIP
13743.0,3,7,1341.6,Loyal
13744.0,95,2,1156.36,At Risk
13745.0,162,1,300.04,At Risk
13747.0,374,1,79.6,At Risk
13748.0,96,5,948.25,Loyal
13750.0,54,5,1647.26,Loyal
13751.0,288,1,296.25,At Risk
13752.0,124,6,1186.28,Loyal
13753.0,288,1,741.26,At Risk
13754.0,152,2,282.6,At Risk
13755.0,4,9,2161.35,VIP
13756.0,2,14,5189.52,VIP
13758.0,12,7,3190.55,VIP
13759.0,33,2,659.4100000000001,Regular
13760.0,54,2,286.79,Regular
13761.0,50,2,1070.65,Regular
13762.0,219,1,306.72,At Risk
13763.0,63,1,1714.96,Regular
13764.0,71,3,1521.76,Regular
13767.0,2,37,17220.36,VIP
13769.0,2,10,2796.51,VIP
13771.0,64,4,2634.45,Loyal
13772.0,34,3,1132.13,Regular
13774.0,82,1,345.0,Regular
13777.0,1,33,25977.16,VIP
13778.0,103,1,178.7,At Risk
13780.0,7,2,360.01,New
13781.0,251,1,127.84,At Risk
13782.0,13,6,912.0,Loyal
13784.0,10,11,2462.79,VIP
13786.0,367,1,230.4,At Risk
13787.0,76,2,309.04,Regular
13790.0,4,1,348.8,New
13791.0,128,2,1516.0,At Risk
13792.0,66,2,195.55,Regular
13798.0,1,57,37153.85,VIP
13799.0,117,2,688.86,At Risk
13800.0,310,1,558.32,At Risk
13801.0,67,1,324.8,Regular
13802.0,139,3,4599.42,At Risk
13803.0,255,1,277.07,At Risk
13804.0,31,7,2635.79,VIP
13805.0,52,2,924.6,Regular
13806.0,64,1,256.38,Regular
13807.0,367,1,112.6,At Risk
13808.0,6,5,1747.66,Loyal
13809.0,305,1,155.05,At Risk
13810.0,29,3,1499.01,New
13811.0,184,3,814.5,At Risk
13812.0,42,3,539.0,Regular
13813.0,40,4,1366.86,Loyal
13814.0,92,2,1579.12,At Risk
13815.0,22,4,4027.36,Loyal
13816.0,24,2,571.6700000000001,New
13817.0,29,2,382.98,New
13819.0,302,3,1140.35,At Risk
13821.0,145,2,385.64,At Risk
13822.0,6,2,632.0,New
13823.0,19,2,957.66,New
13824.0,33,5,1698.94,Loyal
13826.0,176,1,189.5,At Risk
13827.0,58,3,412.05,Regular
13828.0,22,1,209.49,New
13831.0,16,6,2202.99,VIP
13832.0,19,1,52.2,New
13833.0,159,1,384.8,At Risk
13835.0,25,4,834.57,Loyal
13837.0,212,2,271.24,At Risk
13838.0,6,4,691.73,Loyal
13841.0,253,1,85.0,At Risk
13842.0,59,9,3385.62,VIP
13844.0,11,1,361.62,New
13845.0,65,1,312.98,Regular
13846.0,25,3,865.0600000000001,New
13848.0,92,3,1255.0,At Risk
13849.0,52,2,1537.95,Regular
13850.0,129,1,1595.48,At Risk
13851.0,96,3,2651.46,At Risk
13853.0,57,1,1090.14,Regular
13854.0,9,25,8109.519999999999,VIP
13856.0,169,3,388.5,At Risk
13858.0,57,1,216.17,Regular
13859.0,326,1,201.16,At Risk
13860.0,1,5,1245.9,Loyal
13862.0,18,8,2209.36,VIP
13863.0,248,1,305.78,At Risk
13865.0,58,4,501.56,Loyal
13866.0,74,1,145.67000000000002,Regular
13867.0,31,3,1015.29,Regular
13868.0,7,2,3192.54,New
13869.0,123,4,3104.95,Loyal
13870.0,2,8,2770.94,VIP
13871.0,23,13,6403.25,VIP
13873.0,120,3,389.6,At Risk
13874.0,358,1,540.45,At Risk
13875.0,54,5,1786.79,Loyal
13876.0,64,1,122.7,Regular
13877.0,86,1,117.24,Regular
13878.0,55,1,1281.53,Regular
13880.0,21,13,3219.77,VIP
13881.0,4,20,17159.52,VIP
13882.0,3,5,1191.13,Loyal
13883.0,11,5,2674.48,Loyal
13884.0,7,5,787.6,Loyal
13885.0,189,2,506.8,At Risk
13886.0,71,1,243.56,Regular
13887.0,204,1,349.55,At Risk
13888.0,120,2,605.63,At Risk
13889.0,93,1,416.9,At Risk
13890.0,1,10,1883.81,Loyal
13892.0,27,4,632.97,Loyal
13893.0,298,1,821.1,At Risk
13894.0,24,3,564.62,New
13895.0,28,4,2593.07,Loyal
13897.0,50,1,311.16,Regular
13898.0,326,1,155.93,At Risk
13899.0,16,2,388.52,New
13900.0,183,3,740.95,At Risk
13901.0,72,5,2867.2,Loyal
13904.0,37,2,332.64,Regular
13908.0,80,4,2369.55,Loyal
13911.0,57,9,2580.91,VIP
13914.0,12,2,626.45,New
13917.0,50,2,272.04,Regular
13918.0,50,2,1212.84,Regular
13919.0,59,2,384.81,Regular
13922.0,352,1,172.25,At Risk
13923.0,54,1,351.13,Regular
13924.0,2,6,1838.85,Loyal
13925.0,93,4,678.25,Loyal
13926.0,23,1,223.85,New
13927.0,75,1,348.99,Regular
13928.0,11,4,464.57,Loyal
13929.0,169,2,842.65,At Risk
13930.0,58,2,337.34,Regular
13931.0,96,2,1237.53,At Risk
13932.0,295,1,307.4,At Risk
13933.0,109,2,608.7900000000001,At Risk
13934.0,264,1,922.1,At Risk
13936.0,180,1,376.58,At Risk
13937.0,169,1,158.85,At Risk
13938.0,35,1,71.66,Regular
13939.0,23,3,568.55,New
13940.0,17,4,839.14,Loyal
13941.0,22,5,5112.96,Loyal
13946.0,79,3,561.5699999999999,Regular
13947.0,65,1,90.6,Regular
13948.0,361,1,102.0,At Risk
13949.0,3,6,2427.32,VIP
13950.0,11,4,745.06,Loyal
13951.0,176,3,674.45,At Risk
13952.0,218,2,3251.071,At Risk
13953.0,7,7,3515.68,VIP
13954.0,2,2,439.92,New
13955.0,154,2,322.96,At Risk
13956.0,5,5,1026.42,Loyal
13959.0,79,3,598.2,Regular
13960.0,21,2,230.22,New
13962.0,22,2,169.55,New
13963.0,308,4,664.54,Loyal
13967.0,146,1,80.7,At Risk
13969.0,7,18,9053.94,VIP
13971.0,19,8,2758.26,VIP
13972.0,71,2,190.25,Regular
13973.0,287,1,264.7,At Risk
13974.0,49,1,413.59,Regular
13975.0,31,6,2526.28,VIP
13976.0,207,1,357.98,At Risk
13978.0,15,2,196.79,New
13979.0,73,1,869.87,Regular
13980.0,60,1,200.14,Regular
13982.0,39,4,1871.81,Loyal
13983.0,30,12,2603.43,VIP
13984.0,27,5,920.51,Loyal
13985.0,4,15,7060.13,VIP
13986.0,17,1,320.46,New
13988.0,20,6,4147.96,VIP
13989.0,66,2,1266.08,Regular
13990.0,213,1,311.3,At Risk
13991.0,12,6,855.97,Loyal
13992.0,30,1,76.8,New
13993.0,43,9,3466.36,VIP
13994.0,4,6,2313.14,VIP
13995.0,15,5,1393.69,Loyal
13999.0,10,12,3901.81,VIP
14000.0,211,1,635.66,At Risk
14001.0,46,3,2043.08,Regular
14002.0,134,2,529.73,At Risk
14004.0,43,7,4582.64,VIP
14005.0,10,5,2874.72,Loyal
14006.0,116,3,962.19,At Risk
14009.0,198,2,695.61,At Risk
14012.0,278,1,328.8,At Risk
14013.0,110,3,473.02,At Risk
14014.0,77,1,505.18,Regular
14015.0,53,1,917.34,Regular
14016.0,162,4,4341.21,Loyal
14019.0,47,3,1421.61,Regular
14020.0,17,2,642.8,New
14021.0,155,3,631.9,At Risk
14022.0,225,1,440.0,At Risk
14023.0,7,2,584.07,New
14024.0,122,2,327.7,At Risk
14027.0,61,1,104.82,Regular
14029.0,63,2,467.66,Regular
14030.0,18,8,2360.09,VIP
14031.0,7,19,17286.86,VIP
14032.0,2,11,2975.59,VIP
14034.0,22,3,651.8199999999999,New
14035.0,29,5,1428.02,Loyal
14036.0,285,1,626.65,At Risk
14037.0,176,2,147.20000000000002,At Risk
14038.0,78,3,1560.38,Regular
14039.0,33,1,152.2,Regular
14040.0,41,12,3614.92,VIP
14041.0,266,1,141.41,At Risk
14044.0,27,4,652.82,Loyal
14045.0,109,4,1659.75,Loyal
14046.0,284,1,154.99,At Risk
14047.0,9,5,1308.61,Loyal
14048.0,305,1,409.93,At Risk
14049.0,17,4,5681.72,Loyal
14050.0,32,2,746.36,Regular
14051.0,1,23,15610.39,VIP
14052.0,20,1,225.36,New
14053.0,124,2,260.25,At Risk
14054.0,65,1,92.46,Regular
14055.0,106,1,725.6400000000001,At Risk
14056.0,1,23,8214.65,VIP
14057.0,24,17,6217.96,VIP
14059.0,267,1,183.6,At Risk
14060.0,5,19,6140.42,VIP
14062.0,10,12,10464.85,VIP
14064.0,29,5,1353.74,Loyal
14066.0,267,1,152.55,At Risk
14067.0,64,2,374.7,Regular
14068.0,320,1,265.85,At Risk
14071.0,4,8,1438.82,Loyal
14073.0,32,1,151.04,Regular
14075.0,5,3,942.26,New
14076.0,129,1,122.47,At Risk
14077.0,41,5,499.42,Loyal
14078.0,102,6,1049.37,Loyal
14079.0,125,1,375.1,At Risk
14080.0,33,1,45.6,Regular
14081.0,302,2,934.52,At Risk
14082.0,365,1,182.25,At Risk
14083.0,4,9,1018.43,Loyal
14085.0,2,18,4448.54,VIP
14087.0,3,1,194.42,New
14088.0,10,13,50491.81,VIP
14089.0,57,1,161.0,Regular
14090.0,325,1,76.32000000000001,At Risk
14092.0,8,14,4076.91,VIP
14093.0,12,1,442.85,New
14096.0,4,17,65164.79,VIP
14098.0,37,1,147.35,Regular
14099.0,16,11,3104.17,VIP
14100.0,138,1,194.9,At Risk
14101.0,74,6,5976.79,VIP
14102.0,5,5,1360.28,Loyal
14104.0,155,2,216.21,At Risk
14105.0,239,1,1266.23,At Risk
14107.0,52,7,2703.23,VIP
14108.0,31,2,597.91,Regular
14109.0,73,1,144.2,Regular
14110.0,4,12,5683.15,VIP
14111.0,14,4,692.85,Loyal
14112.0,23,7,2915.15,VIP
14113.0,4,4,1840.42,Loyal
14114.0,274,2,386.53,At Risk
14116.0,20,5,1382.74,Loyal
14117.0,144,1,90.0,At Risk
14121.0,4,4,2780.15,Loyal
14124.0,84,1,419.58,Regular
14125.0,11,3,2740.43,New
14126.0,8,3,706.1300000000001,New
14127.0,123,3,709.71,At Risk
14128.0,61,2,637.5,Regular
14129.0,2,5,1123.86,Loyal
14130.0,319,1,483.86,At Risk
14132.0,2,11,3586.03,VIP
14133.0,130,3,605.64,At Risk
14135.0,2,15,4690.31,VIP
14138.0,2,2,982.38,New
14139.0,46,1,415.82,Regular
14140.0,4,2,935.05,New
14141.0,3,4,915.13,Loyal
14142.0,373,1,311.81,At Risk
14143.0,134,1,115.8,At Risk
14145.0,47,4,3742.2,Loyal
14146.0,9,5,4191.0,Loyal
14147.0,78,2,483.4,Regular
14148.0,234,1,157.2,At Risk
14149.0,221,1,446.62,At Risk
14150.0,36,2,658.64,Regular
14152.0,75,2,621.29,Regular
14154.0,239,2,1345.62,At Risk
14155.0,266,1,118.75,At Risk
14156.0,10,55,117379.63,VIP
14157.0,20,2,432.88,New
14158.0,40,1,507.66,Regular
14159.0,20,11,4693.01,VIP
14161.0,216,3,1110.52,At Risk
14162.0,174,2,289.36,At Risk
14163.0,87,4,2445.91,Loyal
14164.0,71,2,1631.77,Regular
14165.0,276,1,122.54,At Risk
14167.0,39,4,574.84,Loyal
14171.0,98,1,363.79,At Risk
14173.0,11,4,450.84,Loyal
14174.0,33,1,134.46,Regular
14175.0,60,3,3222.3,Regular
14176.0,297,4,576.9000000000001,Loyal
14177.0,86,4,559.41,Loyal
14178.0,9,7,1620.93,Loyal
14179.0,41,2,719.78,Regular
14180.0,11,25,4748.52,VIP
14184.0,67,1,452.89,Regular
14185.0,331,1,197.65,At Risk
14188.0,31,6,2054.36,VIP
14189.0,2,15,4654.08,VIP
14191.0,2,13,4684.76,VIP
14193.0,68,2,853.39,Regular
14194.0,5,21,11349.52,VIP
14195.0,202,2,1012.0,At Risk
14196.0,107,1,335.52,At Risk
14198.0,18,4,701.4,Loyal
14199.0,218,1,185.4,At Risk
14201.0,60,7,747.44,Loyal
14204.0,2,1,161.03,New
14205.0,17,2,466.7,New
14206.0,239,1,328.16,At Risk
14208.0,95,1,151.74,At Risk
14209.0,11,6,2073.43,VIP
14210.0,106,6,1905.84,Loyal
14211.0,53,9,2241.1,VIP
14212.0,90,1,1070.48,Regular
14214.0,31,5,1004.38,Loyal
14215.0,12,6,1789.72,Loyal
14216.0,3,4,1839.3,Loyal
14217.0,2,17,2004.98,VIP
14218.0,43,1,169.48000000000002,Regular
14219.0,4,1,89.94,New
14220.0,247,2,632.4,At Risk
14221.0,42,9,3432.8,VIP
14222.0,177,1,683.17,At Risk
14223.0,92,3,991.13,At Risk
14224.0,110,4,1050.12,Loyal
14226.0,29,5,2232.19,Loyal
14227.0,26,10,3350.96,VIP
14229.0,52,3,1547.2,Regular
14231.0,184,3,925.71,At Risk
14232.0,43,5,2048.07,Loyal
14233.0,49,4,1462.72,Loyal
14234.0,22,4,775.46,Loyal
14235.0,75,5,3144.86,Loyal
14236.0,81,2,490.86,Regular
14237.0,373,1,161.0,At Risk
14238.0,326,1,146.85,At Risk
14239.0,43,11,2380.85,VIP
14240.0,30,2,890.34,New
14241.0,184,1,213.7,At Risk
14242.0,235,2,280.55,At Risk
14243.0,9,10,2588.77,VIP
14245.0,220,2,1693.45,At Risk
14246.0,111,3,1474.06,At Risk
14247.0,278,1,136.76999999999998,At Risk
14248.0,318,1,302.58,At Risk
14250.0,7,3,1904.05,New
14251.0,2,5,2879.7000000000003,Loyal
14256.0,260,2,969.06,At Risk
14257.0,64,5,3099.7200000000003,Loyal
14258.0,9,9,12669.98,VIP
14259.0,142,1,120.0,At Risk
14261.0,51,2,1163.45,Regular
14262.0,8,8,2618.23,VIP
14264.0,155,2,333.97,At Risk
14265.0,109,2,530.18,At Risk
14267.0,163,3,1516.24,At Risk
14270.0,332,1,492.65,At Risk
14271.0,226,1,112.32,At Risk
14272.0,74,2,437.96,Regular
14273.0,51,4,559.97,Loyal
14276.0,99,3,1119.74,At Risk
14277.0,15,3,4216.2,New
14280.0,197,1,134.04,At Risk
14282.0,3,15,3729.34,VIP
14284.0,31,2,595.25,Regular
14285.0,21,4,1910.01,Loyal
14286.0,24,3,4628.75,New
14287.0,8,3,176.63,New
14288.0,213,1,426.6,At Risk
14289.0,9,6,911.26,Loyal
14290.0,11,5,2314.65,Loyal
14291.0,2,11,3883.25,VIP
14292.0,8,9,4871.93,VIP
14293.0,3,4,1046.56,Loyal
14295.0,40,1,166.20000000000002,Regular
14297.0,18,4,1305.33,Loyal
14298.0,8,44,51527.3,VIP
14299.0,8,9,3965.62,VIP
14300.0,19,1,43.2,New
14301.0,117,1,640.14,At Risk
14304.0,223,1,383.45,At Risk
14305.0,71,3,1858.96,Regular
14306.0,51,2,2093.32,Regular
14307.0,89,6,2995.72,VIP
14309.0,8,9,2352.53,VIP
14311.0,243,1,310.26,At Risk
14312.0,47,6,1611.59,Loyal
14314.0,107,1,120.0,At Risk
14315.0,45,6,2481.13,VIP
14317.0,65,1,508.58,Regular
14320.0,207,2,477.79,At Risk
14321.0,11,5,1530.75,Loyal
14323.0,115,2,605.0600000000001,At Risk
14326.0,242,1,183.85,At Risk
14327.0,163,1,311.65,At Risk
14329.0,17,7,5014.84,VIP
14331.0,124,2,462.66,At Risk
14332.0,23,3,866.31,New
14333.0,68,1,415.2,Regular
14334.0,17,8,2552.21,VIP
14335.0,16,2,468.26,New
14336.0,17,4,1614.91,Loyal
14338.0,161,2,588.22,At Risk
14339.0,243,1,309.52,At Risk
14340.0,219,1,134.7,At Risk
14341.0,45,8,2182.28,VIP
14342.0,21,4,668.5600000000001,Loyal
14344.0,127,8,889.9300000000001,Loyal
14345.0,39,1,108.98,Regular
14346.0,121,2,1021.58,At Risk
14348.0,260,1,409.57,At Risk
14349.0,10,1,133.5,New
14350.0,274,1,282.93,At Risk
14351.0,165,1,51.0,At Risk
14352.0,157,4,1078.96,Loyal
14353.0,215,1,90.6,At Risk
14354.0,6,2,163.62,New
14355.0,366,1,174.4,At Risk
14356.0,80,2,701.23,Regular
14357.0,43,1,225.77,Regular
14359.0,19,3,912.18,New
14360.0,32,4,2128.23,Loyal
14362.0,22,1,161.2,New
14364.0,109,8,3717.35,VIP
14367.0,8,16,9261.52,VIP
14368.0,320,1,155.0,At Risk
14371.0,295,1,100.5,At Risk
14373.0,358,1,76.55,At Risk
14375.0,185,1,257.68,At Risk
14377.0,191,2,617.05,At Risk
14379.0,44,2,348.1,Regular
14381.0,52,1,202.68,Regular
14382.0,26,1,626.0699999999999,New
14383.0,38,3,1247.69,Regular
14385.0,9,3,202.11,New
14386.0,297,1,142.4,At Risk
14387.0,33,3,1770.56,Regular
14388.0,10,8,3212.84,VIP
14389.0,65,2,1043.46,Regular
14390.0,10,9,4652.82,VIP
14393.0,218,1,67.95,At Risk
14395.0,2,9,3507.71,VIP
14396.0,65,2,487.99,Regular
14397.0,3,19,2612.96,VIP
14400.0,149,1,574.7,At Risk
14401.0,4,13,4051.48,VIP
14403.0,130,4,1475.81,Loyal
14404.0,34,6,1474.32,Loyal
14406.0,119,1,156.75,At Risk
14407.0,107,6,2157.73,VIP
14408.0,11,7,2606.53,VIP
14409.0,71,6,2059.4500000000003,VIP
14410.0,92,9,1105.07,Loyal
14411.0,311,1,1063.0,At Risk
14412.0,43,2,770.03,Regular
14413.0,362,1,122.7,At Risk
14414.0,92,7,1496.98,Loyal
14415.0,1,13,5900.28,VIP
14416.0,22,2,490.22,New
14418.0,4,3,1937.25,New
14419.0,11,6,1058.06,Loyal
14420.0,99,1,387.52,At Risk
14421.0,57,2,813.11,Regular
14422.0,1,6,4263.64,VIP
14423.0,218,1,265.2,At Risk
14424.0,18,1,322.08,New
14426.0,24,10,4481.67,VIP
14427.0,50,2,363.34,Regular
14428.0,7,5,1244.83,Loyal
14431.0,303,1,470.36,At Risk
14432.0,10,6,2255.51,VIP
14434.0,22,6,1372.8,Loyal
14436.0,99,1,89.06,At Risk
14437.0,366,1,63.0,At Risk
14438.0,306,1,131.9,At Risk
14439.0,320,1,2661.24,At Risk
14440.0,8,5,2357.6800000000003,Loyal
14441.0,1,4,1712.89,Loyal
14442.0,205,2,1589.82,At Risk
14443.0,54,4,1420.2,Loyal
14446.0,1,4,1039.58,Loyal
14447.0,19,5,1163.23,Loyal
14448.0,9,2,375.35,New
14449.0,19,4,907.1,Loyal
14450.0,181,3,483.25,At Risk
14451.0,60,2,662.59,Regular
14452.0,11,2,264.44,New
14453.0,190,1,119.93,At Risk
14456.0,5,9,3062.4,VIP
14457.0,311,1,113.64,At Risk
14459.0,155,1,1837.92,At Risk
14460.0,110,3,434.34,At Risk
14461.0,148,3,2103.06,At Risk
14462.0,66,11,2004.02,VIP
14463.0,98,3,529.62,At Risk
14465.0,247,3,1058.62,At Risk
14466.0,29,7,2272.4,VIP
14467.0,18,4,598.76,Loyal
14470.0,12,2,461.19,New
14472.0,104,8,1936.84,Loyal
14473.0,74,2,234.34000000000003,Regular
14474.0,46,1,547.66,Regular
14475.0,72,3,925.85,Regular
14476.0,257,1,215.7,At Risk
14477.0,20,4,1309.6,Loyal
14479.0,254,2,316.25,At Risk
14480.0,11,1,279.05,New
